id,age,dfi,weight
79,78,2.875,114.5
91,1,0.444,30.5
91,2,1.078,34.5
91,3,1.239,34.0
91,4,1.112,34.0
91,5,1.116,35.75
91,6,1.171,35.0
91,7,1.159,35.75
91,8,1.389,37.0
91,9,1.38,38.0
91,10,1.492,39.5
91,11,1.288,40.75
91,12,2.032,39.75
91,13,1.723,41.5
91,14,1.646,43.25
91,15,1.791,43.25
91,16,2.066,44.0
91,17,2.158,46.0
91,18,2.035,46.238
91,19,2.129,47.163
91,20,2.319,46.5
91,21,1.967,51.0
91,22,2.131,44.0
91,23,2.096,53.625
91,24,2.21,53.5
91,25,2.208,55.75
91,26,1.882,55.75
91,27,2.191,57.0
91,28,1.522,58.0
91,29,1.469,58.0
91,30,1.445,58.0
91,31,1.554,59.0
91,32,2.178,59.0
91,33,2.11,60.25
91,34,2.262,61.0
91,35,2.614,63.0
91,36,2.411,63.25
91,37,2.774,65.5
91,38,2.822,66.5
91,39,2.298,68.25
91,40,2.492,69.5
91,41,2.635,69.5
91,42,3.158,71.5
91,43,3.177,73.5
91,44,2.673,73.5
91,45,3.377,74.625
91,46,2.494,75.5
91,47,3.018,77.0
91,48,3.127,79.0
91,49,3.042,79.5
91,50,3.326,81.5
91,51,2.858,83.5
91,52,3.59,84.5
91,53,3.491,86.0
91,54,3.435,86.5
91,55,3.236,87.0
91,56,2.785,89.75
91,57,3.861,89.625
91,58,2.698,91.0
91,59,3.458,93.0
91,60,2.741,93.5
91,61,2.445,94.5
91,62,3.382,95.5
91,63,2.939,96.75
91,64,2.587,98.0
91,65,3.163,99.75
91,66,3.349,101.5
91,67,3.121,104.0
91,68,3.123,103.0
91,69,3.884,105.375
91,70,3.121,106.0
91,71,4.049,106.75
91,72,3.038,108.0
91,73,3.515,110.0
91,74,3.196,111.5
91,75,3.887,112.0
91,76,2.74,112.875
91,77,3.542,113.75
91,78,3.933,116.25
30,1,1.505,31.216
30,2,1.255,32.5
30,3,1.566,33.5
30,4,1.351,34.0
30,5,1.89,35.0
30,6,1.872,35.5
30,7,1.662,36.5
30,8,1.803,38.0
30,9,1.678,38.75
30,10,1.693,40.0
30,11,1.849,41.5
30,12,1.688,42.25
30,13,1.933,43.0
30,14,1.619,45.0
30,15,1.652,45.0
30,16,1.848,45.5
30,17,1.736,47.5
30,18,1.818,48.0
30,19,1.668,49.0
30,20,1.937,50.0
30,21,1.706,50.5
30,22,1.832,51.5
30,23,2.203,52.5
30,24,2.21,53.5
30,25,1.906,54.5
30,26,1.839,54.5
30,27,1.788,55.5
30,28,2.031,57.0
30,29,2.282,57.5
30,30,2.051,59.0
30,31,2.456,59.75
30,32,2.18,60.5
30,33,1.903,61.25
30,34,2.425,62.5
30,35,2.218,63.5
30,36,2.171,64.5
30,37,2.235,66.0
30,38,2.394,67.0
30,39,2.227,67.5
30,40,2.618,68.75
30,41,1.887,70.0
30,42,2.585,70.5
30,43,1.595,72.5
30,44,2.52,72.0
30,45,1.952,73.25
30,46,2.307,73.5
30,47,2.189,75.5
30,48,2.603,76.0
30,49,2.728,77.0
30,50,2.427,78.5
30,51,2.405,79.0
30,52,2.611,80.5
30,53,2.498,82.0
30,54,2.216,82.5
30,55,2.606,84.0
30,56,2.733,84.5
30,57,3.099,86.25
30,58,2.457,87.75
30,59,2.612,88.75
30,60,2.738,89.5
30,61,2.678,90.0
30,62,2.326,91.25
30,63,2.19,91.0
30,64,1.583,91.5
30,65,2.169,92.0
30,66,2.896,95.25
30,67,2.378,97.25
30,68,2.668,97.0
30,69,3.997,97.5
30,70,2.898,100.0
30,71,3.562,100.5
30,72,2.721,100.75
30,73,3.249,101.75
30,74,3.762,103.0
30,75,2.444,104.5
30,76,3.425,105.0
30,77,2.918,106.25
30,78,3.387,108.0
